Museum_Name,Museum_ID,State
"AMERICAN NATIONAL FISH AND WILDLIFE MUSEUM",8402900569,MO
"AMERICAN NUMISMATIC ASSOCATION MONEY MUSEUM",8409401124,CO
"AMERICAN OVERSEAS SCHOOLS HISTORICAL SOCIETY",8402000537,KS
"AMERICAN PHILOSOPHICAL SOCIETY",8404200449,PA
"AMERICAN PIGEON MUSEUM & LIBRARY",8404000108,OK
"AMERICAN PIPE ORGAN MUSEUM",8401201282,FL
"AMERICAN POETRY MUSEUM",8401100084,DC
"AMERICAN POLICE CENTER & MUSEUM",8401700582,IL
"AMERICAN POLICE CENTER MUSEUM",8401700265,IL
"AMERICAN POLICE MOTORCYCLE MUSEUM",8403300079,NH
"AMERICAN POULTRY HISTORICAL SOCIETY",8405500335,WI
"AMERICAN PRECISION MUSEUM ASSOCIATION",8405000066,VT
"AMERICAN PRESDENTIAL MUSEUM",8402900293,MO
"AMERICAN PRINTING HOUSE",8402100084,KY
"AMERICAN QUARTER HORSE HALL OF FAME AND MUSEUM",8404800355,TX
"AMERICAN RADIO RELAY LEAGUE",8409400041,CT
"AMERICAN RED CROSS MUSEUM",8401100060,DC
"AMERICAN RIVER NATURAL HISTORY ASSOCIATION-EFFIE YEAW NATURE CENTER",8400602962,CA
"AMERICAN ROAD HORSE NATURAL MUSEUM",8402100178,KY
"AMERICAN ROYAL MUSEUM & VISITORS CENTER",8409400042,MO
"AMERICAN SADDLE HORSE MUSEUM",8402100446,KY
"AMERICAN SADDLEBRED HORSE MUSEUM",8409400043,MO
"AMERICAN SCHOOL FOR THE DEAF MUSEUM & ARCHIVES",8409400044,CT
"AMERICAN SHEEP HERITAGE MUSEUM",8405600174,WY
"AMERICAN SIGN MUSEUM",8403900774,OH
"AMERICAN SILVER MUSEUM",8400900200,CT
"AMERICAN SOCIETY FOR EIGHTEENTH CENTURY STUDIES",8403700240,NC
"AMERICAN SOCIETY FOR LEGAL HISTORY",8402500881,MA
"AMERICAN SOCIETY FOR THE HISTORY OF RHETORIC",8401300296,GA
"AMERICAN SOCIETY OF CHURCH HISTORY",8400600841,CA
"AMERICAN SOCIETY OF MILITARY HISTORY",8400602915,CA
"AMERICAN SOCIETY OF MILITARY HISTORY AND MUSEUM",8400600570,CA
"AMERICAN SOCIETY OF QUESTIONED DOCUMENT EXAMINERS",8400600890,CA
"AMERICAN SOUTHWESTERN RAILWAY ASSOCIATION",8400602744,CA
"AMERICAN SPORT ART MUSEUM AND ARCHIVES",8409501314,AL
"AMERICAN STEAM RAILROAD PRESERVATION ASSOCIATION",8403900278,OH
"AMERICAN STUDIES CENTER",8405100515,VA
"AMERICAN SWEDISH HISTORICAL MUSEUM",8404200267,PA
"AMERICAN SWEDISH INSTITUTE",8402700299,MN
"AMERICAN TALL SHIP INSTITUTE",8400600832,CA
"AMERICAN TAPESTRY ALLIANCE",8405500831,WI
"AMERICAN TEXTILE HISTORY MUSEUM",8402500307,MA
"AMERICAN TOBY JUG MUSEUM",8401700457,IL
"AMERICAN TOY MARBLE MUSEUM",8403901102,OH
"AMERICAN TRADING CARD MUSEUM",8402200163,LA
"AMERICAN TROPHY TAXIDERMY",8400200024,AK
"AMERICAN TRUCK HISTORICAL SOCIETY",8402900185,MO
"AMERICAN UNIVERSITY MUSEUM",8409501315,DC
"AMERICAN UNIVERSITY'S ARBORETUM & GARDEN",8409501928,DC
"AMERICAN VETERANS HERITAGE CENTER",8403900817,OH
"AMERICAN VETERANS HISTORICAL MUSEUM",8403600915,NY
"AMERICAN VETERANS MEMORIAL MUSEUM",8400800698,CO
"AMERICAN VILLAGE",8400100082,AL
"AMERICAN VISIONARY ART MUSEUM",8402400118,MD
"AMERICAN WATCHMAKERS-CLOCKMAKERS INSTITUTE",8403900344,OH
"AMERICAN WEST HERITAGE FOUNDATION",8404900210,UT
"AMERICAN WIND POWER CENTER",8404800361,TX
"AMERICAN WINGS AIR MUSEUM",8402700467,MN
"AMERICAN WOMEN WRITERS NATIONAL MUSEUM",8404800739,TX
"AMERICAN WOMENS HERITAGE SOCIETY",8404200424,PA
"AMERICAN WRITERS MUSEUM",8401100106,DC
"AMERICAN YOUTH HOSTELS",8400600584,CA
"AMERICAN ZIONIST HISTORICAL SOCIETY",8402400173,MD
"AMERICAN-ITALIAN RENAISSANCE FOUNDATION",8402200243,LA
"AMERICANA HOLLYWOOD",8401700251,IL
"AMERICANLIGHTHOUSE FOUNDATION",8402300073,ME
"AMERICANS FOR BATTLEFIELD PRESERVATION",8401100073,DC
"AMERICAS BLACK HOLOCAUST MUSEUM",8405500867,WI
"AMERICAS CHILDREN'S MUSEUM ON WHEELS - STORYBUS",8401700499,IL
"AMERICAS HISTORY MUSEUM OF GODFREY",8401700831,IL
"AMERICAS PEOPLE HALL OF FAME",8403901417,OH
"AMERIND FOUNDATION",8400400271,AZ
"AMERY HISTORICAL SOCIETY",8405500703,WI
"AMES ASTROBLEME MUSEUM",8401900384,IA
"AMES FLORIDA STORK HOUSE",8402700112,MN
"AMES SOCIETY",8401300732,GA
"AMESBURY CARRIAGE MUSUEM",8402500435,MA
"AMESBURY HAT MUSEUM",8402500599,MA
"AMHERST CENTER FOR RUSSIAN CULTURE",8409501198,MA
"AMHERST COUNTY HISTORICAL MUSEUM",8405100626,VA
"AMHERST GALLERY",8409502686,NH
"AMHERST HISTORICAL SOCIETY",8402500616,MA
"AMHERST HISTORY MUSEUM AT THE STRONG HOUSE",8402500190,MA
"AMHERST MUSEUM",8403601487,NY
"AMHERST MUSEUM FOUNDATION",8403601394,NY
"AMHERST RAILWAY SOCIETY",8402500413,MA
"AMIGOS DEL MUSEO DEL BARRIO",8403601949,NY
"AMIGOS OF GOLIAD STATE HISTORICAL PARK",8404801340,TX
"AMISH & MENNONITE HERITAGE CENTER",8403900997,OH
"AMISH INTERPRETIVE CENTER",8401700249,IL
"AMISTAD COMMITTEE",8400900406,CT
"AMISTAD NATIONAL RECREATION AREA",8404802071,TX
"AMISTAD RESEARCH CENTER",8402200226,LA
"AMITE CITY MUSEUM",8402200373,LA
"AMITE COUNTY HISTORICAL AND GENEALOGICAL SOCIETY",8402800271,MS
"AMITY & WOODBRIDGE HISTORICAL SOCIETY",8400900328,CT
"AMITY HERITAGE SOCIETY",8404201326,PA
"AMITYVILLE HISTORICAL SOCIETY",8403601946,NY
"AMON CARTER MUSEUM OF WESTERN ART",8404801424,TX
"AMORY REGIONAL MUSEUM",8402800104,MS
"AMOS PATTERSON MUSEUM",8403601894,NY
"AMOSKEAG FISHWAYS LEARNING & VISITORS CENTER",8403300410,NH
"AMPHIBIOUS FORCES MEMORIAL MUSEUM",8404100280,OR
"AMPHIBIOUS SHIPS MUSEUM",8403100293,NE
"AMSTERDAM SCHOOL",8401900109,IA
"AMUSE'UM COLUMBIA CHILDREN'S CENTER",8404700194,TN
"AMY B. H. GREENWELL ETHNOBOTANICAL GARDEN",8409501929,HI
"AMY GRAVES RYAN FINE ARTS GALLERY",8409502687,TX
"AMY GREENWELL ETHNOBOTANICAL GARDEN",8401500029,HI
"AMY H. CARBERRY FINE ARTS GALLERY",8409502688,MA
"AMY L HENDRICKSON JOSEPHINE COUNTY HISTORICAL SOCIETY FUND",8409400047,WA
"ANABAPTIST HERITAGE CENTER OF LANCASTER COUNTY",8404201675,PA
"ANACONDA RAILROAD AND MINING MUSEUM",8403000078,MT
"ANACORTES MUSEUM",8405300137,WA
"ANACOSTIA COMMUNITY MUSEUM",8401100063,DC
"ANADARKO BASIN MUSEUM OF NATURAL HISTORY",8404000348,OK
"ANADARKO HERITAGE MUSEUM",8404000313,OK
"ANAHEIM HISTORICAL SOCIETY",8400602667,CA
"ANAHEIM MUSEUM",8400601176,CA
"ANAMOSA HISTORICAL SOCIETY",8401900418,IA
"ANAMOSA STATE PENITENTIARY ASSOCIATION",8401900586,IA
"ANASAZI HERITAGE CENTER & HISTORICAL SOCIETY",8400800140,CO
"ANASAZI HISTORICAL SOCIETY",8400800346,CO
"ANASAZI STATE PARK",8404900069,UT
"ANCAM ANTIQUE AIRFIELD MUSEUM",8401900573,IA
"ANCESTRAL TRAILS HISTORICAL SOCIETY",8402100182,KY
"ANCHORAGE CLAY ARTS GUILD",8400200137,AK
"ANCHORAGE GENEALOGICAL SOCIETY",8400200132,AK
"ANCHORAGE HISTORIC PROPERTIES",8400200121,AK
"ANCHORAGE MUSEUM",8400200125,AK
"ANCIENT AFRICA ENSLAVEMENT AND CIVIL WAR MUSEUM",8400100199,AL
"ANCIENT AND HONORABLE ARTILLERY",8402500211,MA
